0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1.1715,1.1938,1.2626,1.2642,1.2262,1.2012,1.2026,1.2096,1.1734,1.1863,1.2288,1.2682,1.286,1.2823,1.2666,0.69303,0.77191,0.89494,0.95626,0.97949,0.99611,1.0159,1.0346,1.0745,1.082,1.1275,1.1669,1.1758,1.1456,1.1329,1.1485,1.1936,1.2486,1.2552,1.2093,1.1654,1.1689,1.1754,1.1393,1.1516,1.198,1.2007,1.1638,1.1115,1.0844
2,1.2642,1.2262,1.2012,1.2026,1.2096,1.1734,1.1863,1.2288,1.2682,1.286,1.2823,1.2666,1.2797,1.2676,1.2543,0.95626,0.97949,0.99611,1.0159,1.0346,1.0745,1.082,1.1275,1.1669,1.1758,1.1456,1.1329,1.1408,1.0977,1.0872,1.2552,1.2093,1.1654,1.1689,1.1754,1.1393,1.1516,1.198,1.2007,1.1638,1.1115,1.0844,1.0944,1.0638,1.0687
1,1.2026,1.2096,1.1734,1.1863,1.2288,1.2682,1.286,1.2823,1.2666,1.2797,1.2676,1.2543,1.227,1.2055,1.2405,1.0159,1.0346,1.0745,1.082,1.1275,1.1669,1.1758,1.1456,1.1329,1.1408,1.0977,1.0872,1.0579,1.0056,1.0321,1.1689,1.1754,1.1393,1.1516,1.198,1.2007,1.1638,1.1115,1.0844,1.0944,1.0638,1.0687,1.0449,1.0528,1.136
7,1.1863,1.2288,1.2682,1.286,1.2823,1.2666,1.2797,1.2676,1.2543,1.227,1.2055,1.2405,1.2787,1.2232,1.2016,1.082,1.1275,1.1669,1.1758,1.1456,1.1329,1.1408,1.0977,1.0872,1.0579,1.0056,1.0321,1.1021,1.1663,1.1719,1.1516,1.198,1.2007,1.1638,1.1115,1.0844,1.0944,1.0638,1.0687,1.0449,1.0528,1.136,1.1987,1.223,1.2188
4,1.286,1.2823,1.2666,1.2797,1.2676,1.2543,1.227,1.2055,1.2405,1.2787,1.2232,1.2016,1.2225,1.2356,1.2465,1.1758,1.1456,1.1329,1.1408,1.0977,1.0872,1.0579,1.0056,1.0321,1.1021,1.1663,1.1719,1.191,1.2044,1.2152,1.1638,1.1115,1.0844,1.0944,1.0638,1.0687,1.0449,1.0528,1.136,1.1987,1.223,1.2188,1.2381,1.2496,1.2788
2,1.2797,1.2676,1.2543,1.227,1.2055,1.2405,1.2787,1.2232,1.2016,1.2225,1.2356,1.2465,1.2436,1.2423,1.2604,1.1408,1.0977,1.0872,1.0579,1.0056,1.0321,1.1021,1.1663,1.1719,1.191,1.2044,1.2152,1.2141,1.1954,1.2151,1.0944,1.0638,1.0687,1.0449,1.0528,1.136,1.1987,1.223,1.2188,1.2381,1.2496,1.2788,1.2895,1.3046,1.3216
5,1.227,1.2055,1.2405,1.2787,1.2232,1.2016,1.2225,1.2356,1.2465,1.2436,1.2423,1.2604,1.3008,1.3496,1.3773,1.0579,1.0056,1.0321,1.1021,1.1663,1.1719,1.191,1.2044,1.2152,1.2141,1.1954,1.2151,1.2554,1.3046,1.333,1.0449,1.0528,1.136,1.1987,1.223,1.2188,1.2381,1.2496,1.2788,1.2895,1.3046,1.3216,1.3582,1.4398,1.4664
7,1.2787,1.2232,1.2016,1.2225,1.2356,1.2465,1.2436,1.2423,1.2604,1.3008,1.3496,1.3773,1.3952,1.4221,1.4015,1.1021,1.1663,1.1719,1.191,1.2044,1.2152,1.2141,1.1954,1.2151,1.2554,1.3046,1.333,1.3493,1.392,1.3718,1.1987,1.223,1.2188,1.2381,1.2496,1.2788,1.2895,1.3046,1.3216,1.3582,1.4398,1.4664,1.4791,1.5519,1.5325
7,1.2225,1.2356,1.2465,1.2436,1.2423,1.2604,1.3008,1.3496,1.3773,1.3952,1.4221,1.4015,1.3825,1.3756,1.3697,1.191,1.2044,1.2152,1.2141,1.1954,1.2151,1.2554,1.3046,1.333,1.3493,1.392,1.3718,1.3532,1.3467,1.3425,1.2381,1.2496,1.2788,1.2895,1.3046,1.3216,1.3582,1.4398,1.4664,1.4791,1.5519,1.5325,1.5113,1.5335,1.5331
7,1.2436,1.2423,1.2604,1.3008,1.3496,1.3773,1.3952,1.4221,1.4015,1.3825,1.3756,1.3697,1.3608,1.3447,1.3406,1.2141,1.1954,1.2151,1.2554,1.3046,1.333,1.3493,1.392,1.3718,1.3532,1.3467,1.3425,1.3435,1.3652,1.3545,1.2895,1.3046,1.3216,1.3582,1.4398,1.4664,1.4791,1.5519,1.5325,1.5113,1.5335,1.5331,1.5473,1.5747,1.6159
7,1.3008,1.3496,1.3773,1.3952,1.4221,1.4015,1.3825,1.3756,1.3697,1.3608,1.3447,1.3406,1.3356,1.3143,1.2947,1.2554,1.3046,1.333,1.3493,1.392,1.3718,1.3532,1.3467,1.3425,1.3435,1.3652,1.3545,1.3498,1.338,1.3239,1.3582,1.4398,1.4664,1.4791,1.5519,1.5325,1.5113,1.5335,1.5331,1.5473,1.5747,1.6159,1.6388,1.6351,1.626
7,1.3952,1.4221,1.4015,1.3825,1.3756,1.3697,1.3608,1.3447,1.3406,1.3356,1.3143,1.2947,1.2907,1.2508,1.2309,1.3493,1.392,1.3718,1.3532,1.3467,1.3425,1.3435,1.3652,1.3545,1.3498,1.338,1.3239,1.3275,1.3416,1.3453,1.4791,1.5519,1.5325,1.5113,1.5335,1.5331,1.5473,1.5747,1.6159,1.6388,1.6351,1.626,1.6275,1.6205,1.6195
0,1.3825,1.3756,1.3697,1.3608,1.3447,1.3406,1.3356,1.3143,1.2947,1.2907,1.2508,1.2309,1.1983,1.1722,1.1431,1.3532,1.3467,1.3425,1.3435,1.3652,1.3545,1.3498,1.338,1.3239,1.3275,1.3416,1.3453,1.3139,1.2879,1.2584,1.5113,1.5335,1.5331,1.5473,1.5747,1.6159,1.6388,1.6351,1.626,1.6275,1.6205,1.6195,1.5888,1.5625,1.5322
7,1.3608,1.3447,1.3406,1.3356,1.3143,1.2947,1.2907,1.2508,1.2309,1.1983,1.1722,1.1431,1.1054,1.1018,1.072,1.3435,1.3652,1.3545,1.3498,1.338,1.3239,1.3275,1.3416,1.3453,1.3139,1.2879,1.2584,1.2203,1.2165,1.1868,1.5473,1.5747,1.6159,1.6388,1.6351,1.626,1.6275,1.6205,1.6195,1.5888,1.5625,1.5322,1.4933,1.4889,1.4593
0,1.3356,1.3143,1.2947,1.2907,1.2508,1.2309,1.1983,1.1722,1.1431,1.1054,1.1018,1.072,1.0313,1.0116,0.99953,1.3498,1.338,1.3239,1.3275,1.3416,1.3453,1.3139,1.2879,1.2584,1.2203,1.2165,1.1868,1.1458,1.1256,1.1134,1.6388,1.6351,1.626,1.6275,1.6205,1.6195,1.5888,1.5625,1.5322,1.4933,1.4889,1.4593,1.4178,1.3965,1.3817
7,1.2907,1.2508,1.2309,1.1983,1.1722,1.1431,1.1054,1.1018,1.072,1.0313,1.0116,0.99953,0.95807,0.9185,0.92081,1.3275,1.3416,1.3453,1.3139,1.2879,1.2584,1.2203,1.2165,1.1868,1.1458,1.1256,1.1134,1.069,1.0417,1.0087,1.6275,1.6205,1.6195,1.5888,1.5625,1.5322,1.4933,1.4889,1.4593,1.4178,1.3965,1.3817,1.3372,1.2758,1.2175
0,1.1983,1.1722,1.1431,1.1054,1.1018,1.072,1.0313,1.0116,0.99953,0.95807,0.9185,0.92081,0.89452,0.88988,0.92545,1.3139,1.2879,1.2584,1.2203,1.2165,1.1868,1.1458,1.1256,1.1134,1.069,1.0417,1.0087,0.97653,0.97079,0.96257,1.5888,1.5625,1.5322,1.4933,1.4889,1.4593,1.4178,1.3965,1.3817,1.3372,1.2758,1.2175,1.17,1.1659,1.1721
